,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
0,649,202,6,0,False,2021-01-30T15:00:00Z,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0
1,649,215,1,0,True,2021-02-02T18:00:00Z,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,125,207,147,22
2,649,228,9,0,True,2021-02-07T14:00:00Z,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,138,506,210,72
3,649,236,16,0,False,2021-02-14T12:00:00Z,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,137,892,246,109
4,649,248,10,0,True,2021-02-19T20:00:00Z,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,116,1106,220,104
5,649,255,14,0,False,2021-02-27T20:00:00Z,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,63,1377,248,185
6,649,284,12,0,False,2021-03-02T20:00:00Z,4,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,63,1377,248,185
7,649,259,2,0,False,2021-03-06T17:30:00Z,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,18,1502,167,149
8,649,278,11,0,True,2021-03-15T20:00:00Z,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,4,1614,140,136
9,649,298,19,0,True,2021-04-05T19:15:00Z,2,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,36,1825,99,63
10,649,302,8,0,False,2021-04-09T19:00:00Z,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,85,1986,166,81
,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
0,1,2,8,0,False,2020-09-12T11:30:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70,0,76656,0,0
1,1,9,19,0,True,2020-09-19T19:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,69,-16828,68335,995,17823
2,1,23,11,0,False,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,69,-11451,59793,675,12126
3,1,29,15,0,True,2020-10-04T13:00:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-5324,56403,647,5971
4,1,44,12,0,False,2020-10-17T16:30:00Z,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-4224,53689,616,4840
5,1,49,9,0,True,2020-10-25T19:15:00Z,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-3184,51023,276,3460
6,1,64,13,0,False,2020-11-01T16:30:00Z,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-3147,48026,57,3204
7,1,69,2,0,True,2020-11-08T19:15:00Z,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-1691,46467,38,1729
8,1,82,10,0,False,2020-11-22T16:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-1364,45182,14,1378
9,1,89,20,0,True,2020-11-29T19:15:00Z,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-525,44753,12,537
10,1,106,17,0,False,2020-12-06T16:30:00Z,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-498,44303,19,517
11,1,109,4,0,True,2020-12-13T19:15:00Z,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-324,44061,19,343
12,1,119,16,0,True,2020-12-16T18:00:00Z,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-238,43855,8,246
13,1,133,7,0,False,2020-12-19T17:30:00Z,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-197,43696,5,202
14,1,139,5,0,True,2020-12-26T17:30:00Z,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-301,43434,16,317
15,1,149,3,0,False,2020-12-29T18:00:00Z,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-151,43310,3,154
16,1,168,18,0,False,2021-01-02T20:00:00Z,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-152,43178,15,167
17,1,169,6,0,True,2021-01-14T20:00:00Z,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-285,42915,14,299
18,1,179,14,0,True,2021-01-18T20:00:00Z,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67,-109,42856,9,118
19,1,197,16,0,False,2021-01-26T20:15:00Z,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67,-237,42645,3,240
20,1,199,13,0,True,2021-01-30T17:30:00Z,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67,-103,42545,0,103
21,1,215,20,0,False,2021-02-02T18:00:00Z,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67,-109,42434,0,109
22,1,219,2,0,False,2021-02-06T12:30:00Z,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67,-134,42302,0,134
23,1,229,10,0,True,2021-02-14T16:30:00Z,4,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67,-142,42152,0,142
24,1,239,12,0,True,2021-02-21T16:30:00Z,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67,-132,42028,0,132
25,1,253,9,0,False,2021-02-28T12:00:00Z,1,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67,-117,41913,0,117
26,1,261,4,0,False,2021-03-06T12:30:00Z,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67,-91,41826,0,91
27,1,269,17,0,True,2021-03-14T16:30:00Z,2,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67,-68,41758,0,68
28,1,288,19,0,False,2021-03-21T15:00:00Z,3,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67,-48,41707,0,48
29,1,289,11,0,True,2021-04-03T19:00:00Z,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67,-74,41637,0,74
30,1,305,15,0,False,2021-04-11T18:00:00Z,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,67,-35,41605,0,35
,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
0,2,2,8,0,False,2020-09-12T11:30:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,12184,0,0
1,2,9,19,0,True,2020-09-19T19:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-4015,8234,51,4066
2,2,23,11,0,False,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1641,6874,9673,11314
3,2,29,15,0,True,2020-10-04T13:00:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-739,6274,38,777
4,2,44,12,0,False,2020-10-17T16:30:00Z,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-167,6624,233,400
5,2,49,9,0,True,2020-10-25T19:15:00Z,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-392,6429,182,574
6,2,64,13,0,False,2020-11-01T16:30:00Z,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-608,5829,18,626
7,2,69,2,0,True,2020-11-08T19:15:00Z,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-321,5530,10,331
8,2,82,10,0,False,2020-11-22T16:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-246,5298,11,257
9,2,89,20,0,True,2020-11-29T19:15:00Z,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-112,5198,4,116
10,2,106,17,0,False,2020-12-06T16:30:00Z,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-98,5111,5,103
11,2,109,4,0,True,2020-12-13T19:15:00Z,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-72,5048,7,79
12,2,119,16,0,True,2020-12-16T18:00:00Z,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-37,5014,7,44
13,2,133,7,0,False,2020-12-19T17:30:00Z,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-42,4977,3,45
14,2,139,5,0,True,2020-12-26T17:30:00Z,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-62,4918,8,70
15,2,149,3,0,False,2020-12-29T18:00:00Z,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-18,4905,0,18
16,2,168,18,0,False,2021-01-02T20:00:00Z,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-24,4886,8,32
17,2,169,6,0,True,2021-01-14T20:00:00Z,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-47,4833,6,53
18,2,179,14,0,True,2021-01-18T20:00:00Z,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-19,4824,1,20
19,2,197,16,0,False,2021-01-26T20:15:00Z,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-26,4801,1,27
20,2,199,13,0,True,2021-01-30T17:30:00Z,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-16,4786,0,16
21,2,215,20,0,False,2021-02-02T18:00:00Z,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-15,4773,0,15
22,2,219,2,0,False,2021-02-06T12:30:00Z,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-23,4749,0,23
23,2,229,10,0,True,2021-02-14T16:30:00Z,4,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-25,4722,0,25
24,2,239,12,0,True,2021-02-21T16:30:00Z,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-21,4704,0,21
25,2,253,9,0,False,2021-02-28T12:00:00Z,1,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-18,4686,0,18
26,2,261,4,0,False,2021-03-06T12:30:00Z,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-15,4672,0,15
27,2,269,17,0,True,2021-03-14T16:30:00Z,2,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-10,4661,0,10
28,2,288,19,0,False,2021-03-21T15:00:00Z,3,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-11,4650,0,11
29,2,289,11,0,True,2021-04-03T19:00:00Z,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-6,4645,0,6
30,2,305,15,0,False,2021-04-11T18:00:00Z,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-6,4639,0,6
,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
0,3,2,8,0,False,2020-09-12T11:30:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,69564,0,0
1,3,9,19,1,True,2020-09-19T19:00:00Z,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,55,-23455,49797,1738,25193
2,3,23,11,1,False,2020-09-28T19:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,11,20.2,3.2,0.0,2.3,55,711,61983,7407,6696
3,3,29,15,2,True,2020-10-04T13:00:00Z,2,1,4,90,0,0,0,1,0,0,0,0,0,0,0,13,23.0,0.8,0.0,2.4,55,1264,69592,6180,4916
4,3,44,12,2,False,2020-10-17T16:30:00Z,1,0,5,90,0,0,0,1,0,0,0,0,0,0,0,12,14.6,3.3,19.0,3.7,55,-1132,73952,5063,6195
5,3,49,9,1,True,2020-10-25T19:15:00Z,0,1,6,48,0,0,0,0,0,0,0,0,0,0,0,12,8.8,2.5,2.0,1.3,55,2396,79892,6821,4425
6,3,64,13,0,False,2020-11-01T16:30:00Z,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-8610,72271,2305,10915
7,3,69,2,0,True,2020-11-08T19:15:00Z,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-4860,68445,1916,6776
8,3,82,10,0,False,2020-11-22T16:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,209,71295,3796,3587
9,3,89,20,0,True,2020-11-29T19:15:00Z,1,2,10,45,0,0,0,2,0,0,0,0,0,0,0,1,5.4,13.3,1.0,2.0,55,-2987,69062,1475,4462
10,3,106,17,0,False,2020-12-06T16:30:00Z,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-5802,63329,143,5945
11,3,109,4,0,True,2020-12-13T19:15:00Z,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-3259,60432,101,3360
12,3,119,16,1,True,2020-12-16T18:00:00Z,1,1,13,25,0,0,0,0,0,0,0,0,0,0,0,4,5.2,0.0,0.0,0.5,55,-1763,58844,40,1803
13,3,133,7,1,False,2020-12-19T17:30:00Z,2,1,14,90,0,0,0,2,0,0,0,0,0,0,0,14,22.2,2.7,18.0,4.3,54,-84,59159,855,939
14,3,139,5,0,True,2020-12-26T17:30:00Z,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-497,59418,1037,1534
15,3,149,3,0,False,2020-12-29T18:00:00Z,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1474,58025,164,1638
16,3,168,18,0,False,2021-01-02T20:00:00Z,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1414,56695,73,1487
17,3,169,6,5,True,2021-01-14T20:00:00Z,0,0,18,90,0,0,1,0,0,0,0,1,0,0,0,19,12.0,1.7,2.0,1.6,54,407,59279,1842,1435
18,3,179,14,6,True,2021-01-18T20:00:00Z,3,0,19,90,0,0,1,0,0,0,0,0,0,0,0,19,4.0,1.3,14.0,1.9,54,280,58406,923,643
19,3,197,16,2,False,2021-01-26T20:15:00Z,1,3,20,90,0,0,0,1,0,0,0,0,0,0,0,9,3.6,0.8,0.0,0.4,54,675,59961,1774,1099
20,3,199,13,6,True,2021-01-30T17:30:00Z,0,0,21,90,0,0,1,0,0,0,0,0,0,0,0,26,13.8,0.8,30.0,4.5,54,-150,60191,900,1050
21,3,215,20,-3,False,2021-02-02T18:00:00Z,2,1,22,47,0,0,0,2,0,0,0,0,1,0,0,-5,0.0,0.3,2.0,0.0,54,4349,65560,5240,891
22,3,219,2,0,False,2021-02-06T12:30:00Z,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-6063,59297,197,6260
23,3,229,10,1,True,2021-02-14T16:30:00Z,4,2,24,90,0,0,0,2,0,0,0,0,0,0,0,13,15.2,11.1,2.0,2.8,54,31,60243,1353,1322
24,3,239,12,1,True,2021-02-21T16:30:00Z,0,1,25,8,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,54,380,61292,1385,1005
25,3,253,9,8,False,2021-02-28T12:00:00Z,1,3,26,90,1,0,0,1,0,0,0,0,0,0,0,25,44.4,0.6,21.0,6.6,54,-378,61560,863,1241
26,3,261,4,2,False,2021-03-06T12:30:00Z,1,1,27,90,0,0,0,1,0,0,0,0,0,0,0,15,14.4,0.8,0.0,1.5,54,5953,68830,7166,1213
27,3,269,17,2,True,2021-03-14T16:30:00Z,2,1,28,90,0,0,0,1,0,0,0,0,0,0,0,14,17.8,1.0,2.0,2.1,54,-1654,67480,1697,3351
28,3,288,19,1,False,2021-03-21T15:00:00Z,3,3,29,90,0,0,0,3,0,0,0,0,0,0,0,17,20.0,1.0,10.0,3.1,54,10883,92390,12847,1964
29,3,289,11,0,True,2021-04-03T19:00:00Z,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-5866,73624,1128,6994
30,3,305,15,0,False,2021-04-11T18:00:00Z,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-5738,67954,73,5811
,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
0,4,2,8,7,False,2020-09-12T11:30:00Z,0,3,1,90,1,0,1,0,0,0,0,1,0,0,0,19,36.6,15.3,54.0,10.6,120,0,2823465,0,0
1,4,9,19,5,True,2020-09-19T19:00:00Z,2,1,2,90,0,1,0,1,0,0,0,0,0,0,0,20,28.0,36.4,15.0,7.9,120,-76570,3002806,146991,223561
2,4,23,11,2,False,2020-09-28T19:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,5,4.2,0.9,4.0,0.9,119,-967555,2046859,50656,1018211
3,4,29,15,2,True,2020-10-04T13:00:00Z,2,1,4,90,0,0,0,1,0,0,0,0,0,0,0,10,9.4,4.6,30.0,4.4,119,-120167,2000213,106551,226718
4,4,44,12,2,False,2020-10-17T16:30:00Z,1,0,5,90,0,0,0,1,0,0,0,0,0,0,0,7,8.6,29.9,2.0,4.1,118,-582811,1397443,29415,612226
5,4,49,9,2,True,2020-10-25T19:15:00Z,0,1,6,90,0,0,0,1,0,0,0,0,0,0,0,12,6.6,16.0,12.0,3.5,118,-235512,1193283,14819,250331
6,4,64,13,8,False,2020-11-01T16:30:00Z,0,1,7,86,1,0,1,0,0,0,0,1,0,0,1,31,34.0,16.4,26.0,7.6,117,-191185,1011750,6334,197519
7,4,69,2,2,True,2020-11-08T19:15:00Z,0,3,8,90,0,0,0,3,0,0,0,0,0,0,0,7,6.0,28.3,8.0,4.2,117,7189,1037701,53375,46186
8,4,82,10,3,False,2020-11-22T16:30:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,0,4,5.6,14.4,39.0,5.9,117,-74110,961065,43782,117892
9,4,89,20,2,True,2020-11-29T19:15:00Z,1,2,10,90,0,0,0,2,0,0,0,0,0,0,0,2,0.6,1.3,61.0,6.3,116,-107416,850482,5512,112928
10,4,106,17,2,False,2020-12-06T16:30:00Z,2,0,11,90,0,0,0,2,0,0,0,0,0,0,0,6,1.8,7.3,26.0,3.5,115,-108638,742348,2646,111284
11,4,109,4,0,True,2020-12-13T19:15:00Z,0,1,12,90,0,0,0,1,1,0,0,0,0,0,0,-1,7.4,18.5,68.0,9.4,115,-47634,703369,16755,64389
12,4,119,16,10,True,2020-12-16T18:00:00Z,1,1,13,90,1,0,0,1,0,0,0,0,0,0,3,24,37.8,11.9,27.0,7.7,115,-52013,650088,4169,56182
13,4,133,7,0,False,2020-12-19T17:30:00Z,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,114,-16083,635555,5217,21300
14,4,139,5,0,True,2020-12-26T17:30:00Z,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,114,-64785,569463,830,65615
15,4,149,3,3,False,2020-12-29T18:00:00Z,0,1,16,90,0,0,1,0,0,0,0,0,0,0,0,0,4.6,7.6,29.0,4.1,114,-5669,566389,6786,12455
16,4,168,18,3,False,2021-01-02T20:00:00Z,0,4,17,90,0,0,1,0,0,0,0,0,0,0,0,8,7.6,5.5,32.0,4.5,114,1821,569293,14647,12826
17,4,169,6,3,True,2021-01-14T20:00:00Z,0,0,18,90,0,0,1,0,0,0,0,0,0,0,0,11,12.2,8.3,29.0,5.0,113,-11762,575850,13248,25010
18,4,179,14,15,True,2021-01-18T20:00:00Z,3,0,19,78,2,0,1,0,0,0,0,0,0,0,2,37,61.2,3.7,57.0,12.2,113,-16905,539555,1436,18341
19,4,197,16,0,False,2021-01-26T20:15:00Z,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,113,4886,548082,36694,31808
20,4,199,13,0,True,2021-01-30T17:30:00Z,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,113,-22681,524991,1164,23845
21,4,215,20,1,False,2021-02-02T18:00:00Z,2,1,22,29,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.3,18.0,2.1,113,-8191,517358,3402,11593
22,4,219,2,1,False,2021-02-06T12:30:00Z,1,0,23,31,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.6,12.0,1.1,113,7644,526229,14141,6497
23,4,229,10,20,True,2021-02-14T16:30:00Z,4,2,24,90,3,0,0,2,0,0,0,0,0,0,3,56,102.2,27.7,97.0,22.7,113,-11009,515502,3811,14820
24,4,239,12,2,True,2021-02-21T16:30:00Z,0,1,25,90,0,0,0,1,0,0,0,0,0,0,0,4,0.0,3.2,4.0,0.7,113,22988,540800,30474,7486
25,4,253,9,1,False,2021-02-28T12:00:00Z,1,3,26,7,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,5.0,0.4,113,-6528,533795,11941,18469
26,4,261,4,8,False,2021-03-06T12:30:00Z,1,1,27,90,1,0,0,1,0,0,0,0,0,0,1,18,31.0,2.5,68.0,10.2,113,70295,607950,79805,9510
27,4,269,17,0,True,2021-03-14T16:30:00Z,2,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,114,54493,662505,77539,23046
28,4,288,19,2,False,2021-03-21T15:00:00Z,3,3,29,80,0,0,0,3,0,0,0,0,0,0,0,8,5.6,5.3,6.0,1.7,115,305129,1218307,320820,15691
29,4,289,11,2,True,2021-04-03T19:00:00Z,0,3,30,76,0,0,0,2,0,0,0,0,0,0,0,10,14.2,26.2,2.0,4.2,114,-186675,781355,9891,196566
30,4,305,15,0,False,2021-04-11T18:00:00Z,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,114,-59891,722945,24360,84251
,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
0,5,2,8,0,False,2020-09-12T11:30:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,35774,0,0
1,5,9,19,0,True,2020-09-19T19:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-11854,27448,901,12755
2,5,23,11,0,False,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-8218,20173,449,8667
3,5,29,15,0,True,2020-10-04T13:00:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-3849,16771,218,4067
4,5,44,12,0,False,2020-10-17T16:30:00Z,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-1444,16059,518,1962
5,5,49,9,0,True,2020-10-25T19:15:00Z,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-1068,15289,280,1348
6,5,64,13,0,False,2020-11-01T16:30:00Z,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-822,14693,212,1034
7,5,69,2,0,True,2020-11-08T19:15:00Z,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-687,14173,234,921
8,5,82,10,0,False,2020-11-22T16:30:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-725,13664,173,898
9,5,89,20,0,True,2020-11-29T19:15:00Z,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-368,13434,153,521
10,5,106,17,0,False,2020-12-06T16:30:00Z,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-426,13132,133,559
11,5,109,4,0,True,2020-12-13T19:15:00Z,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,-302,12964,122,424
12,5,119,16,1,True,2020-12-16T18:00:00Z,1,1,13,5,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,46,-155,12905,152,307
